,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,AÑO,Kilogramos incautadas
267,50,META,50683,SAN JUAN DE ARAMA,1999,3.0
268,50,META,50689,SAN MARTÍN,1999,200.0
269,50,META,50711,VISTAHERMOSA,1999,0.0
270,52,NARIÑO,52001,PASTO,1999,1826.377
271,52,NARIÑO,52079,BARBACOAS,1999,0.0
272,52,NARIÑO,52215,CÓRDOBA,1999,20.0
273,52,NARIÑO,52233,CUMBITARA,1999,0.0
274,52,NARIÑO,52240,CHACHAGÍ,1999,0.0
275,52,NARIÑO,52250,EL CHARCO,1999,0.0
276,52,NARIÑO,52260,EL TAMBO,1999,0.0
277,52,NARIÑO,52317,GUACHUCAL,1999,0.0
278,52,NARIÑO,52354,IMUÉS,1999,0.0
279,52,NARIÑO,52356,IPIALES,1999,0.0
280,52,NARIÑO,52381,LA FLORIDA,1999,0.0
281,52,NARIÑO,52390,LA TOLA,1999,200.0
282,52,NARIÑO,52405,LEIVA,1999,0.0
283,52,NARIÑO,52418,LOS ANDES ,1999,0.0
284,52,NARIÑO,52473,MOSQUERA,1999,0.0
285,52,NARIÑO,52490,OLAYA HERRERA ,1999,0.0
286,52,NARIÑO,52540,POLICARPA,1999,1050.0
287,52,NARIÑO,52560,POTOSÍ,1999,0.0
288,52,NARIÑO,52585,PUPIALES,1999,0.0
289,52,NARIÑO,52678,SAMANIEGO,1999,0.0
290,52,NARIÑO,52683,SANDONÁ,1999,0.0
291,52,NARIÑO,52699,SANTA CRUZ ,1999,0.0
292,52,NARIÑO,52835,TUMACO,1999,25.6
293,52,NARIÑO,52838,TÚQUERRES,1999,0.0
294,54,NORTE DE SANTANDER,54001,CÚCUTA,1999,216.718
295,54,NORTE DE SANTANDER,54003,ÁBREGO,1999,0.0
296,54,NORTE DE SANTANDER,54099,BOCHALEMA,1999,0.0
297,54,NORTE DE SANTANDER,54172,CHINÁCOTA,1999,355.16
298,54,NORTE DE SANTANDER,54250,EL TARRA,1999,1.0
299,54,NORTE DE SANTANDER,54261,EL ZULIA,1999,26.3
