,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,Categoría,AÑO,Hectáreas erradicadas
283,19,CAUCA,19785,SUCRE,Territorio con erradicacion intermitente,1998,0.0
284,19,CAUCA,19807,TIMBÍO,Territorio con erradicacion intermitente,1998,0.0
285,19,CAUCA,19809,TIMBIQUÍ,Territorio sin intervenir en los últimos 5 años,1998,0.0
286,20,CESAR,20001,VALLEDUPAR,Territorio con erradicacion intermitente,1998,0.0
287,20,CESAR,20013,AGUSTÍN CODAZZI,Territorio con erradicacion intermitente,1998,0.0
288,20,CESAR,20238,EL COPEY,Territorio sin intervenir en los últimos 5 años,1998,0.0
289,20,CESAR,20383,LA GLORIA,Territorio sin intervenir en los últimos 5 años,1998,0.0
290,20,CESAR,20517,PAILITAS,Territorio sin intervenir en los últimos 5 años,1998,0.0
291,20,CESAR,20614,RÍO DE ORO,Territorio con erradicacion intermitente,1998,0.0
292,20,CESAR,20621,LA PAZ,Territorio con erradicacion intermitente,1998,0.0
293,20,CESAR,20710,SAN ALBERTO,Territorio con erradicacion intermitente,1998,0.0
294,20,CESAR,20750,SAN DIEGO,Territorio sin intervenir en los últimos 5 años,1998,0.0
295,20,CESAR,20770,SAN MARTÍN,Territorio con erradicacion intermitente,1998,0.0
296,23,CÓRDOBA,23855,VALENCIA,Territorio con erradicacion intermitente,1998,0.0
297,25,CUNDINAMARCA,25148,CAPARRAPÍ,Territorio sin intervenir en los últimos 5 años,1998,0.0
298,25,CUNDINAMARCA,25258,EL PEÑÓN,Territorio sin intervenir en los últimos 5 años,1998,0.0
299,25,CUNDINAMARCA,25394,LA PALMA,Territorio sin intervenir en los últimos 5 años,1998,0.0
300,25,CUNDINAMARCA,25438,MEDINA,Territorio sin intervenir en los últimos 5 años,1998,0.0
301,25,CUNDINAMARCA,25513,PACHO,Territorio sin intervenir en los últimos 5 años,1998,0.0
302,25,CUNDINAMARCA,25518,PAIME,Territorio sin intervenir en los últimos 5 años,1998,0.0
303,25,CUNDINAMARCA,25530,PARATEBUENO,Territorio sin intervenir en los últimos 5 años,1998,0.0
304,25,CUNDINAMARCA,25572,PUERTO SALGAR,Territorio sin intervenir en los últimos 5 años,1998,0.0
305,25,CUNDINAMARCA,25862,VERGARA,Territorio sin intervenir en los últimos 5 años,1998,0.0
306,25,CUNDINAMARCA,25867,VIANÍ,Territorio sin intervenir en los últimos 5 años,1998,0.0
307,25,CUNDINAMARCA,25871,VILLAGÓMEZ,Territorio sin intervenir en los últimos 5 años,1998,0.0
308,25,CUNDINAMARCA,25885,YACOPÍ,Territorio sin intervenir en los últimos 5 años,1998,0.0
309,27,CHOCÓ,27001,QUIBDÓ,Territorio sin intervenir en los últimos 5 años,1998,0.0
310,27,CHOCÓ,27025,ALTO BAUDÓ,Territorio con erradicacion intermitente,1998,0.0
311,27,CHOCÓ,27050,ATRATO,Territorio sin intervenir en los últimos 5 años,1998,0.0
312,27,CHOCÓ,27077,BAJO BAUDÓ,Territorio sin intervenir en los últimos 5 años,1998,0.0
313,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,Territorio con erradicacion intermitente,1998,0.0
314,27,CHOCÓ,27160,CÉRTEGUI,Territorio sin intervenir en los últimos 5 años,1998,0.0
315,27,CHOCÓ,27205,CONDOTO,Territorio con erradicacion intermitente,1998,0.0
316,27,CHOCÓ,27245,EL CARMEN DE ATRATO,Territorio con erradicacion intermitente,1998,0.0
317,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,Territorio con erradicacion intermitente,1998,0.0
318,27,CHOCÓ,27361,ISTMINA,Territorio con erradicacion intermitente,1998,0.0
319,27,CHOCÓ,27430,MEDIO BAUDÓ,Territorio con erradicacion intermitente,1998,0.0
320,27,CHOCÓ,27450,MEDIO SAN JUAN,Territorio con erradicacion intermitente,1998,0.0
321,27,CHOCÓ,27600,RÍO QUITO,Territorio sin intervenir en los últimos 5 años,1998,0.0
322,27,CHOCÓ,27745,SIPÍ,Territorio con erradicacion intermitente,1998,0.0
323,27,CHOCÓ,27787,TADÓ,Territorio con erradicacion intermitente,1998,0.0
324,27,CHOCÓ,27810,UNIÓN PANAMERICANA,Territorio sin intervenir en los últimos 5 años,1998,0.0
325,41,HUILA,41001,NEIVA,Territorio sin intervenir en los últimos 5 años,1998,0.0
326,41,HUILA,41006,ACEVEDO,Territorio sin intervenir en los últimos 5 años,1998,0.0
327,41,HUILA,41016,AIPE,Territorio sin intervenir en los últimos 5 años,1998,0.0
328,41,HUILA,41020,ALGECIRAS,Territorio sin intervenir en los últimos 5 años,1998,0.0
329,41,HUILA,41206,COLOMBIA,Territorio sin intervenir en los últimos 5 años,1998,0.0
330,41,HUILA,41359,ISNOS,Territorio sin intervenir en los últimos 5 años,1998,0.0
331,41,HUILA,41396,LA PLATA,Territorio sin intervenir en los últimos 5 años,1998,0.0
332,41,HUILA,41530,PALESTINA,Territorio sin intervenir en los últimos 5 años,1998,0.0
333,41,HUILA,41551,PITALITO,Territorio sin intervenir en los últimos 5 años,1998,0.0
334,41,HUILA,41660,SALADOBLANCO,Territorio sin intervenir en los últimos 5 años,1998,0.0
335,41,HUILA,41770,SUAZA,Territorio sin intervenir en los últimos 5 años,1998,0.0
336,41,HUILA,41807,TIMANÁ,Territorio sin intervenir en los últimos 5 años,1998,0.0
337,44,LA GUAJIRA,44001,RIOHACHA,Territorio sin intervenir en los últimos 5 años,1998,0.0
338,47,MAGDALENA,47288,FUNDACIÓN,Territorio sin intervenir en los últimos 5 años,1998,0.0
339,47,MAGDALENA,47692,SAN SEBASTIÁN DE BUENAVISTA,Territorio sin intervenir en los últimos 5 años,1998,0.0
340,50,META,50313,GRANADA,Territorio sin intervenir en los últimos 5 años,1998,0.0
341,50,META,50568,PUERTO GAITÁN,Territorio sin intervenir en los últimos 5 años,1998,0.0
342,50,META,50573,PUERTO LÓPEZ,Territorio sin intervenir en los últimos 5 años,1998,0.0
343,50,META,50590,PUERTO RICO,Territorio con erradicacion intermitente,1998,0.0
344,50,META,50689,SAN MARTÍN,Territorio sin intervenir en los últimos 5 años,1998,0.0
345,50,META,50711,VISTAHERMOSA,Territorio con erradicacion intermitente,1998,0.0
346,52,NARIÑO,52036,ANCUYÁ,Territorio con erradicacion intermitente,1998,0.0
347,52,NARIÑO,52051,ARBOLEDA,Territorio sin intervenir en los últimos 5 años,1998,0.0
348,52,NARIÑO,52203,COLÓN,Territorio sin intervenir en los últimos 5 años,1998,0.0
349,52,NARIÑO,52215,CÓRDOBA,Territorio sin intervenir en los últimos 5 años,1998,0.0
350,52,NARIÑO,52233,CUMBITARA,Territorio con erradicacion intermitente,1998,0.0
351,52,NARIÑO,52240,CHACHAGÜÍ,Territorio sin intervenir en los últimos 5 años,1998,0.0
352,52,NARIÑO,52254,EL PEÑOL,Territorio con erradicacion intermitente,1998,0.0
353,52,NARIÑO,52258,EL TABLÓN DE GÓMEZ,Territorio sin intervenir en los últimos 5 años,1998,0.0
354,52,NARIÑO,52317,GUACHUCAL,Territorio sin intervenir en los últimos 5 años,1998,0.0
355,52,NARIÑO,52352,ILES,Territorio sin intervenir en los últimos 5 años,1998,0.0
356,52,NARIÑO,52356,IPIALES,Territorio con erradiacion constante,1998,0.0
357,52,NARIÑO,52378,LA CRUZ,Territorio sin intervenir en los últimos 5 años,1998,0.0
358,52,NARIÑO,52381,LA FLORIDA,Territorio sin intervenir en los últimos 5 años,1998,0.0
359,52,NARIÑO,52385,LA LLANADA,Territorio con erradicacion intermitente,1998,0.0
360,52,NARIÑO,52390,LA TOLA,Territorio con erradicacion intermitente,1998,0.0
361,52,NARIÑO,52399,LA UNIÓN,Territorio sin intervenir en los últimos 5 años,1998,0.0
362,52,NARIÑO,52427,MAGÜÍ,Territorio con erradicacion intermitente,1998,0.0
363,52,NARIÑO,52435,MALLAMA,Territorio sin intervenir en los últimos 5 años,1998,0.0
364,52,NARIÑO,52473,MOSQUERA,Territorio con erradicacion intermitente,1998,0.0
365,52,NARIÑO,52490,OLAYA HERRERA,Territorio con erradicacion intermitente,1998,0.0
366,52,NARIÑO,52506,OSPINA,Territorio sin intervenir en los últimos 5 años,1998,0.0
367,52,NARIÑO,52520,FRANCISCO PIZARRO,Territorio con erradicacion intermitente,1998,0.0
368,52,NARIÑO,52560,POTOSÍ,Territorio sin intervenir en los últimos 5 años,1998,0.0
369,52,NARIÑO,52565,PROVIDENCIA,Territorio sin intervenir en los últimos 5 años,1998,0.0
370,52,NARIÑO,52573,PUERRES,Territorio con erradicacion intermitente,1998,0.0
371,52,NARIÑO,52612,RICAURTE,Territorio con erradicacion intermitente,1998,0.0
372,52,NARIÑO,52621,ROBERTO PAYÁN,Territorio con erradicacion intermitente,1998,0.0
373,52,NARIÑO,52693,SAN PABLO,Territorio sin intervenir en los últimos 5 años,1998,0.0
374,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,Territorio sin intervenir en los últimos 5 años,1998,0.0
375,52,NARIÑO,52696,SANTA BÁRBARA,Territorio con erradicacion intermitente,1998,0.0
376,52,NARIÑO,52699,SANTACRUZ,Territorio sin intervenir en los últimos 5 años,1998,0.0
377,52,NARIÑO,52788,TANGUA,Territorio con erradicacion intermitente,1998,0.0
378,52,NARIÑO,52838,TÚQUERRES,Territorio sin intervenir en los últimos 5 años,1998,0.0
379,54,NORTE DE SANTANDER,54001,CÚCUTA,Territorio con erradicacion intermitente,1998,0.0
380,54,NORTE DE SANTANDER,54051,ARBOLEDAS,Territorio sin intervenir en los últimos 5 años,1998,0.0
381,54,NORTE DE SANTANDER,54109,BUCARASICA,Territorio con erradicacion intermitente,1998,0.0
382,54,NORTE DE SANTANDER,54128,CÁCHIRA,Territorio con erradicacion intermitente,1998,0.0
383,54,NORTE DE SANTANDER,54174,CHITAGÁ,Territorio sin intervenir en los últimos 5 años,1998,0.0
384,54,NORTE DE SANTANDER,54239,DURANIA,Territorio sin intervenir en los últimos 5 años,1998,0.0
385,54,NORTE DE SANTANDER,54261,EL ZULIA,Territorio con erradicacion intermitente,1998,0.0
386,54,NORTE DE SANTANDER,54313,GRAMALOTE,Territorio sin intervenir en los últimos 5 años,1998,0.0
387,54,NORTE DE SANTANDER,54344,HACARÍ,Territorio con erradicacion intermitente,1998,0.0
388,54,NORTE DE SANTANDER,54377,LABATECA,Territorio sin intervenir en los últimos 5 años,1998,0.0
389,54,NORTE DE SANTANDER,54398,LA PLAYA,Territorio con erradicacion intermitente,1998,0.0
390,54,NORTE DE SANTANDER,54418,LOURDES,Territorio sin intervenir en los últimos 5 años,1998,0.0
391,54,NORTE DE SANTANDER,54498,OCAÑA,Territorio con erradicacion intermitente,1998,0.0
392,54,NORTE DE SANTANDER,54520,PAMPLONITA,Territorio sin intervenir en los últimos 5 años,1998,0.0
393,54,NORTE DE SANTANDER,54820,TOLEDO,Territorio sin intervenir en los últimos 5 años,1998,0.0
394,63,QUINDÍO,63302,GÉNOVA,Territorio sin intervenir en los últimos 5 años,1998,0.0
395,66,RISARALDA,66572,PUEBLO RICO,Territorio con erradicacion intermitente,1998,0.0
396,68,SANTANDER,68020,ALBANIA,Territorio sin intervenir en los últimos 5 años,1998,0.0
397,68,SANTANDER,68147,CAPITANEJO,Territorio sin intervenir en los últimos 5 años,1998,0.0
398,68,SANTANDER,68211,CONTRATACIÓN,Territorio sin intervenir en los últimos 5 años,1998,0.0
399,68,SANTANDER,68245,EL GUACAMAYO,Territorio sin intervenir en los últimos 5 años,1998,0.0
400,68,SANTANDER,68250,EL PEÑÓN,Territorio con erradicacion intermitente,1998,0.0
401,68,SANTANDER,68397,LA PAZ,Territorio sin intervenir en los últimos 5 años,1998,0.0
402,68,SANTANDER,68468,MOLAGAVITA,Territorio sin intervenir en los últimos 5 años,1998,0.0
403,68,SANTANDER,68500,OIBA,Territorio sin intervenir en los últimos 5 años,1998,0.0
404,68,SANTANDER,68573,PUERTO PARRA,Territorio con erradicacion intermitente,1998,0.0
405,68,SANTANDER,68655,SABANA DE TORRES,Territorio sin intervenir en los últimos 5 años,1998,0.0
406,68,SANTANDER,68745,SIMACOTA,Territorio con erradicacion intermitente,1998,0.0
407,68,SANTANDER,68780,SURATÁ,Territorio sin intervenir en los últimos 5 años,1998,0.0
408,68,SANTANDER,68861,VÉLEZ,Territorio con erradicacion intermitente,1998,0.0
409,73,TOLIMA,73001,IBAGUÉ,Territorio sin intervenir en los últimos 5 años,1998,0.0
410,73,TOLIMA,73055,ARMERO GUAYABAL,Territorio sin intervenir en los últimos 5 años,1998,0.0
411,73,TOLIMA,73067,ATACO,Territorio sin intervenir en los últimos 5 años,1998,0.0
412,73,TOLIMA,73168,CHAPARRAL,Territorio con erradicacion intermitente,1998,0.0
413,73,TOLIMA,73270,FALAN,Territorio sin intervenir en los últimos 5 años,1998,0.0
414,73,TOLIMA,73283,FRESNO,Territorio sin intervenir en los últimos 5 años,1998,0.0
415,73,TOLIMA,73520,PALOCABILDO,Territorio sin intervenir en los últimos 5 años,1998,0.0
416,73,TOLIMA,73555,PLANADAS,Territorio sin intervenir en los últimos 5 años,1998,0.0
417,73,TOLIMA,73585,PURIFICACIÓN,Territorio sin intervenir en los últimos 5 años,1998,0.0
418,73,TOLIMA,73616,RIOBLANCO,Territorio con erradicacion intermitente,1998,0.0
419,73,TOLIMA,73624,ROVIRA,Territorio sin intervenir en los últimos 5 años,1998,0.0
420,73,TOLIMA,73675,SAN ANTONIO,Territorio sin intervenir en los últimos 5 años,1998,0.0
421,76,VALLE DEL CAUCA,76001,CALI,Territorio sin intervenir en los últimos 5 años,1998,0.0
422,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,Territorio sin intervenir en los últimos 5 años,1998,0.0
423,76,VALLE DEL CAUCA,76126,CALIMA,Territorio sin intervenir en los últimos 5 años,1998,0.0
424,76,VALLE DEL CAUCA,76364,JAMUNDÍ,Territorio con erradicacion intermitente,1998,0.0
425,76,VALLE DEL CAUCA,76670,SAN PEDRO,Territorio sin intervenir en los últimos 5 años,1998,0.0
426,76,VALLE DEL CAUCA,76834,TULUÁ,Territorio sin intervenir en los últimos 5 años,1998,0.0
427,81,ARAUCA,81591,PUERTO RONDÓN,Territorio sin intervenir en los últimos 5 años,1998,0.0
428,85,CASANARE,85162,MONTERREY,Territorio sin intervenir en los últimos 5 años,1998,0.0
429,85,CASANARE,85300,SABANALARGA,Territorio sin intervenir en los últimos 5 años,1998,0.0
430,85,CASANARE,85315,SÁCAMA,Territorio sin intervenir en los últimos 5 años,1998,0.0
431,86,PUTUMAYO,86571,PUERTO GUZMÁN,Territorio con erradicacion intermitente,1998,0.0
432,86,PUTUMAYO,86760,SANTIAGO,Territorio sin intervenir en los últimos 5 años,1998,0.0
433,91,AMAZONAS,91405,LA CHORRERA,Territorio sin intervenir en los últimos 5 años,1998,0.0
434,91,AMAZONAS,91407,LA PEDRERA,Territorio sin intervenir en los últimos 5 años,1998,0.0
435,91,AMAZONAS,91530,PUERTO ALEGRÍA,Territorio sin intervenir en los últimos 5 años,1998,0.0
436,91,AMAZONAS,91536,PUERTO ARICA,Territorio sin intervenir en los últimos 5 años,1998,0.0
437,91,AMAZONAS,91798,TARAPACÁ,Territorio con erradicacion intermitente,1998,0.0
438,95,GUAVIARE,95015,CALAMAR,Territorio con erradicacion intermitente,1998,0.0
439,95,GUAVIARE,95200,MIRAFLORES,Territorio con erradiacion constante,1998,0.0
440,99,VICHADA,99624,SANTA ROSALÍA,Territorio sin intervenir en los últimos 5 años,1998,0.0
441,20,CESAR,20550,PELAYA,Territorio sin intervenir en los últimos 5 años,1998,0.0
442,5,ANTIOQUIA,5038,ANGOSTURA,Territorio sin intervenir en los últimos 5 años,1998,0.0
443,5,ANTIOQUIA,5113,BURITICÁ,Territorio sin intervenir en los últimos 5 años,1998,0.0
444,19,CAUCA,19300,GUACHENÉ,Territorio sin intervenir en los últimos 5 años,1998,0.0
445,73,TOLIMA,73483,NATAGAIMA,Territorio sin intervenir en los últimos 5 años,1998,0.0
446,5,ANTIOQUIA,5400,LA UNIÓN,Territorio sin intervenir en los últimos 5 años,1998,0.0
447,20,CESAR,20400,LA JAGUA DE IBIRICO,Territorio sin intervenir en los últimos 5 años,1998,0.0
448,94,GUAINÍA,94884,PUERTO COLOMBIA,Territorio sin intervenir en los últimos 5 años,1998,0.0
449,76,VALLE DEL CAUCA,76400,LA UNIÓN,Territorio sin intervenir en los últimos 5 años,1998,0.0
450,73,TOLIMA,73217,COYAIMA,Territorio sin intervenir en los últimos 5 años,1998,0.0
451,25,CUNDINAMARCA,25398,LA PEÑA,Territorio sin intervenir en los últimos 5 años,1998,0.0
452,85,CASANARE,85410,TAURAMENA,Territorio sin intervenir en los últimos 5 años,1998,0.0
453,20,CESAR,20228,CURUMANÍ,Territorio sin intervenir en los últimos 5 años,1998,0.0
454,27,CHOCÓ,27425,MEDIO ATRATO,Territorio sin intervenir en los últimos 5 años,1998,0.0
455,68,SANTANDER,68502,ONZAGA,Territorio sin intervenir en los últimos 5 años,1998,0.0
456,73,TOLIMA,73622,RONCESVALLES,Territorio sin intervenir en los últimos 5 años,1998,0.0
457,50,META,50270,EL DORADO,Territorio sin intervenir en los últimos 5 años,1998,0.0
458,68,SANTANDER,68307,GIRÓN,Territorio sin intervenir en los últimos 5 años,1998,0.0
459,44,LA GUAJIRA,44078,BARRANCAS,Territorio sin intervenir en los últimos 5 años,1998,0.0
460,76,VALLE DEL CAUCA,76863,VERSALLES,Territorio sin intervenir en los últimos 5 años,1998,0.0
461,13,BOLÍVAR,13430,MAGANGUÉ,Territorio sin intervenir en los últimos 5 años,1998,0.0
462,27,CHOCÓ,27150,CARMEN DEL DARIÉN,Territorio con erradicacion intermitente,1998,0.0
463,27,CHOCÓ,27800,UNGUÍA,Territorio con erradiacion constante,1998,0.0
464,66,RISARALDA,66456,MISTRATÓ,Territorio sin intervenir en los últimos 5 años,1998,0.0
465,73,TOLIMA,73226,CUNDAY,Territorio sin intervenir en los últimos 5 años,1998,0.0
466,25,CUNDINAMARCA,25019,ALBÁN,Territorio sin intervenir en los últimos 5 años,1998,0.0
467,20,CESAR,20178,CHIRIGUANÁ,Territorio sin intervenir en los últimos 5 años,1998,0.0
468,5,ANTIOQUIA,5697,EL SANTUARIO,Territorio sin intervenir en los últimos 5 años,1998,0.0
469,94,GUAINÍA,94663,MAPIRIPANA,Territorio sin intervenir en los últimos 5 años,1998,0.0
470,25,CUNDINAMARCA,25815,TOCAIMA,Territorio sin intervenir en los últimos 5 años,1998,0.0
471,97,VAUPÉS,97001,MITÚ,Territorio con erradicacion intermitente,1998,0.0
472,19,CAUCA,19364,JAMBALÓ,Territorio sin intervenir en los últimos 5 años,1998,0.0
473,68,SANTANDER,68013,AGUADA,Territorio sin intervenir en los últimos 5 años,1998,0.0
474,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,Territorio con erradicacion intermitente,1998,0.0
475,5,ANTIOQUIA,5380,LA ESTRELLA,Territorio con erradicacion intermitente,1998,0.0
476,25,CUNDINAMARCA,25580,PULÍ,Territorio sin intervenir en los últimos 5 años,1998,0.0
477,25,CUNDINAMARCA,25402,LA VEGA,Territorio sin intervenir en los últimos 5 años,1998,0.0
478,73,TOLIMA,73686,SANTA ISABEL,Territorio sin intervenir en los últimos 5 años,1998,0.0
479,20,CESAR,20443,MANAURE BALCÓN DEL CESAR,Territorio con erradicacion intermitente,1998,0.0
480,25,CUNDINAMARCA,25875,VILLETA,Territorio sin intervenir en los últimos 5 años,1998,0.0
481,25,CUNDINAMARCA,25489,NIMAIMA,Territorio sin intervenir en los últimos 5 años,1998,0.0
482,52,NARIÑO,52110,BUESACO,Territorio sin intervenir en los últimos 5 años,1998,0.0
483,44,LA GUAJIRA,44847,URIBIA,Territorio sin intervenir en los últimos 5 años,1998,0.0
484,68,SANTANDER,68575,PUERTO WILCHES,Territorio sin intervenir en los últimos 5 años,1998,0.0
485,20,CESAR,20570,PUEBLO BELLO,Territorio sin intervenir en los últimos 5 años,1998,0.0
486,47,MAGDALENA,47053,ARACATACA,Territorio con erradicacion intermitente,1998,0.0
487,25,CUNDINAMARCA,25653,SAN CAYETANO,Territorio sin intervenir en los últimos 5 años,1998,0.0
488,23,CÓRDOBA,23555,PLANETA RICA,Territorio sin intervenir en los últimos 5 años,1998,0.0
489,27,CHOCÓ,27580,RÍO IRÓ,Territorio sin intervenir en los últimos 5 años,1998,0.0
490,5,ANTIOQUIA,5313,GRANADA,Territorio sin intervenir en los últimos 5 años,1998,0.0
491,27,CHOCÓ,27075,BAHÍA SOLANO,Territorio sin intervenir en los últimos 5 años,1998,0.0
492,73,TOLIMA,73347,HERVEO,Territorio sin intervenir en los últimos 5 años,1998,0.0
493,5,ANTIOQUIA,5847,URRAO,Territorio sin intervenir en los últimos 5 años,1998,0.0
494,5,ANTIOQUIA,5079,BARBOSA,Territorio sin intervenir en los últimos 5 años,1998,0.0
495,27,CHOCÓ,27495,NUQUÍ,Territorio sin intervenir en los últimos 5 años,1998,0.0
496,15,BOYACÁ,15759,SOGAMOSO,Territorio sin intervenir en los últimos 5 años,1998,0.0
497,73,TOLIMA,73504,ORTEGA,Territorio sin intervenir en los últimos 5 años,1998,0.0
498,25,CUNDINAMARCA,25245,EL COLEGIO,Territorio sin intervenir en los últimos 5 años,1998,0.0
499,27,CHOCÓ,27006,ACANDÍ,Territorio con erradicacion intermitente,1998,0.0
500,20,CESAR,20175,CHIMICHAGUA,Territorio con erradicacion intermitente,1998,0.0
501,20,CESAR,20310,GONZÁLEZ,Territorio con erradicacion intermitente,1998,0.0
502,5,ANTIOQUIA,5021,ALEJANDRÍA,Territorio sin intervenir en los últimos 5 años,1998,0.0
503,13,BOLÍVAR,13468,MOMPÓS,Territorio erradicado por primera vez en los últimos 5 años,1998,0.0
504,54,NORTE DE SANTANDER,54518,PAMPLONA,Territorio sin intervenir en los últimos 5 años,1998,0.0
505,5,ANTIOQUIA,5264,ENTRERRÍOS,Territorio erradicado por primera vez en los últimos 5 años,1998,0.0
506,25,CUNDINAMARCA,25658,SAN FRANCISCO,Territorio erradicado por primera vez en los últimos 5 años,1998,0.0
507,5,ANTIOQUIA,5237,DONMATÍAS,Territorio erradicado por primera vez en los últimos 5 años,1998,0.0
508,17,CALDAS,17042,ANSERMA,Territorio sin intervenir en los últimos 5 años,1998,0.0
509,5,ANTIOQUIA,5091,BETANIA,Territorio erradicado por primera vez en los últimos 5 años,1998,0.0
510,13,BOLÍVAR,13300,HATILLO DE LOBA,Territorio sin intervenir en los últimos 5 años,1998,0.0
511,17,CALDAS,17877,VITERBO,Territorio sin intervenir en los últimos 5 años,1998,0.0
512,54,NORTE DE SANTANDER,54223,CUCUTILLA,Territorio erradicado por primera vez en los últimos 5 años,1998,0.0
513,5,ANTIOQUIA,5789,TÁMESIS,Territorio sin intervenir en los últimos 5 años,1998,0.0
514,41,HUILA,41668,SAN AGUSTÍN,Territorio sin intervenir en los últimos 5 años,1998,0.0
515,52,NARIÑO,52480,NARIÑO,Territorio con erradicacion intermitente,1998,0.0
